Rating,Date of Visit,Trip Type,Month of Visit,Review Title Cleaned,Review Text Cleaned,Visit Category
1.0,2021-10-01,Family,Oct-Dec,halloween 2021 universal studio scam,use go horror night universal studio every year year absolutely nothing except inhibition costume previous year street 30m long dracula frankenstein werewolf take photo thats 200sgd 4 br br understand covid need cash family hard time ansdsome like u save money rob uss br br bad joke ive family think one bad scam iver ever see even portion food 14th compare video photo see website half park close transformer mummy madagascar ride open dont waste money scam want steal money without give anything return shame us,Weekdays
1.0,2021-09-01,Unknown,Jul-Sep,worst ever experience ever go,bad experience everbr 60 ride close battlestar waterworld shrek etcbr street performer although minion keep far br br understand pandemic go hey whats point covid passport show fully vaccinatedbr br lousy halloween fry chicken meal ask specifically breast meat guess 70 breast meatbr bad meal ever 76 2 pax rip offbr br really ashamed singaporeanbr btw use annual pas great step service else keep close even bother open br br mention ride run 26pm even full day build artificial demand water fountain operate wonder one want come anymore time even saf training fyi due heat strokebr br never ever return,Weekdays
3.0,2021-09-01,Group,Jul-Sep,good time go avoid crowd,decent little wait time ride main ride battlestar open website correct indicate closed maintenance always check website late update rid book park big complete within 6 hour,Weekdays
4.0,2020-10-01,Unknown,Oct-Dec,teuer aber die beste unterhaltung,die u sind wirklich gut gestaltet man kommt von einem thema zum nächsten wären nur nicht die extrem überteuerten preis könnten sich auch touristen und studenten die auf der durchreise sich dieses tolle event leisten,Weekdays
2.0,2021-09-01,Unknown,Jul-Sep,cyclon human rollercoaster ride close beware ticket,buy universal ticket resort world official ticket site visit theme park 3sept2021 indication 2 best rollercoaster ride cyclon human close maintenance universal studio close 2021 covid restriction couldnt do repair maintenance poor experience,Weekdays
5.0,2020-10-01,Group,Oct-Dec,great place day fun,would recommend day fun activity family friends show really good sure catch,Weekdays
2.0,2021-08-01,Group,Jul-Sep,park maintenance,13 aug 2021 sit uss write review way many ride maintenance human cyclon waterworld etc maintenance operate 2pm onwards big rain unexpectable everyone excuse please least open indoor ride let pay guest keep wait 2pm nutshell unless you’re kid else it’s worth pay visit period,Weekends
5.0,2021-02-01,Group,Jan-Mar,fun must beamingfacewithsmilingeyesbeamingfacewithsmilingeyes,ive us singapore probably 10 time since open absolutely love albeit small uss park around world still slice fantasy concrete jungle br br top tip reach early head straight ride open people take picture entrance hence shorter queuesbr br food br pricey tasty even sell food cart br would recommend pizza louis ny pizza parlour shrek waffle goldilocksbr br ridesbr good variety extreme duel rollercoasters kiddie friendly treasure hunter wait time long would recommend express pas especially visit peak period br br amenitiesbr toilet clean well locate u dont walk far unfortunately water cooler close pandemic br sufficient seat around parkbr br staffbr find friendly helpful retail fb ride br br definitely back least twice year beamingfacewithsmilingeyesbr br,Weekdays
5.0,2021-07-01,Family,Jul-Sep,fun family out,go uss singapore 2nd time year unlike 1st visit raining time weather nice quite character walk around outdoor performance fun entertain,Weekdays
5.0,2020-08-01,Group,Jul-Sep,real amusement place,great place senthosa island many thing also great please child truly international standerd place everybody visit least visit singapore,Weekends
5.0,2020-08-01,Group,Jul-Sep,fun day,visit february 2020 great day park wasnt busy meant get ride big ride even get 34 time park food little expensive youd expect theme park price br good day stop singapore day,Weekends
2.0,2021-06-01,Unknown,Apr-Jun,visit uss holidaysweekends,believe visit wrong time june holiday think wed escape crowd go friday uss open frisun however everyone think extremely crowdedbr average wait time ride 80 min niece want go mummy ride despite sign say 80 min wait end wait 253hours turn mummy ride allow 2 group per ride 4 people imagine wait take u long take mummy ride locker end charge u 4 exceed free 130 time limit ride also pack stop accept people id imagine ride long wait due safe distancing however rid extreme safe distancing per mummy 4 people per ridebr restaurantsfood cart food voucher spend also pack everyone queue one use voucher restaurant andor food cart operatingbr end manage ride 3 ride queue spent voucher late afternoon everyone queue ridesbr think capacity limit enter uss however scan enter didnt check date booking book slot sure limit implementedbr would love go back someday probably holiday weekend sadly uss open towards weekend,Weekdays
4.0,2021-06-01,Group,Apr-Jun,fun ride,go sunday quite fun queue reasonable 45 min long wait time transformer ride mummy ride around 30 min go twice however quite disappointing battlestar galatica wasnt open quite number ride suspend day due technical difficulty thankfully resolve within half hour,Weekdays
1.0,2021-06-01,Unknown,Apr-Jun,purchase ticket universal study singpaore,purchase ticket universal studio singapre frustrate purchase ticket online technology bad it’s absolutely frustrating isn’t number call website able talk reservation send email doesn’t cut customer service perspective,Weekdays
1.0,2021-06-01,Family,Apr-Jun,ridiculous wait time go don’t want take ride buy express ticket,terrible experience wait time completely start queue mummy sign say 100 min wait two hour later we’re tell we’re still 45 min away ask they’re wait time whack staff shrug park open 127 covid 3 hour wait 1 ride significant good job manage expectation basically without express ticket expect take 3 4 ride you’re lucky good thing kid say never want go uss experience,Weekdays
5.0,2020-11-01,Family,Oct-Dec,поездка в сингапур,сентоза очень интересное место для поездки с семьёй куча аттракционов кафе развлечений и прекрасный вид с острова на океан вот вам три причины сюда приехать br 1 множество разных развлечений например аттракционов по мотивам трансформеров вы садитесь в кресло которые вращается во все стороны и едете по рельсам после этого вы начинаете вращаться во все стороны и погружаетесь в 5d атмосферу вокруг вас на экранах показывают действия из фильмов и вы какбудто являетесь соучастником событийbr 2 очень большое количество кафе на острове на разный вкус и кошелёк китайская кухня тайская кухня малайзийская кухня европейская кухня всем советую посетить известную сеть почечных dunkin donuts где готовят очень вкусные пончикиdoughnut br 3 отели на острове есть несколько отелей которые славятся своей концепцией а в некоторых есть сногшибательный вид на океан да отели довольно дорогие но несколько вариантов того стоят также если вы поселитесь а одном из них то у вас будет специальный абонемент по которому вы сможете получить скидку на некоторые услугиbr также на острове имеется пляж который находится в небольшой бухте с тёплой водойbr итог посещение острова стоит своих денег особенно если вы с детьми потому что им тут точно будет очень интересно всем спасибо за прочтение посещайте,Weekends
5.0,2020-05-01,Family,Apr-Jun,someone wanna time away world assure place easily make feel,place awesome ride intrigue fill thrill adventure even small show fantastic,Weekdays
4.0,2021-04-01,Unknown,Apr-Jun,excellent place,excellent place plan go vacation family friend want make trip excite spontaneous lot activity,Weekdays
5.0,2021-03-01,Unknown,Jan-Mar,universal studio singapore,universal studio singapore open 2010 part resort world sentosa complex sentosa island love theme zone attraction shop eat establishment street entertainment rid street performance live show movie character available theme park favorite water world show incredible performance stunt star action sound stage special effect experience hurricane new york well shrek 4d adventure place great attraction visit family friends one day tour enough experience fantastic ride inside universal studio singapore rate destination 5 star really enjoy tour never fail amaze,Weekdays
4.0,2020-09-01,Unknown,Jul-Sep,great place,overall experience good queue still pretty long required social distance recommend get express ticket,Weekdays
5.0,2020-06-01,Unknown,Apr-Jun,good place,good place family experience easy acces entertaint place good universal studio keep,Weekdays
5.0,2021-03-01,Group,Jan-Mar,great family out day,everywhere clean safe distancing measure carry well without tourist crowd max queue time 15mins often queue thankful ride open close door show,Weekdays
5.0,2020-08-01,Family,Jul-Sep,great attraction,great place young old familiesbr great attraction show restaurant dinersbr br something everyone old young young get early beat ques would recommend everyone,Weekends
4.0,2021-04-01,Group,Apr-Jun,great experiencebad incident guest operation,hii want say enjot time universal studious singaporei manage take ride memorable day ridesbr food greatatmosphere good ride reasonable queue timesbr one bad experiencemainly far far awayjust alight pussinboots rideand head outi walk lot people walk tooso accidentally walk bit line want walk outyes it’s fault thathoweverone worker procceeded stretch arm stomach push back linebr simple warn tell get back would okaybut feel like contact like thatis tolerable honestlyluckily keep cool walk offbut feel like worker patient carry guest operation calmlynot physical contactyesit fault rhat walk linebut really minimal didn’y deserve get arm stomachi notice worker farfaraway dragon ride shout another person take time walk stair ridebr guest management well farfarawayand hope would go long waybr attraction excellent good guest operationsand really commend itbr would come,Weekdays
2.0,2021-04-01,Group,Apr-Jun,worth,many attraction close still full pricebr information bookingbr br dont think estimate wait time function different attraction correct covid every second row seat rid leave unused double wait time estimate end wait 1 hour ride last maybe minute,Weekdays
1.0,2021-04-01,Group,Apr-Jun,,nonholiday friday ride start 2pm ride estimate wait time 90mins mean gonna spend 3 hour line every 2 minute worth ride br br food terrible overprice rain visit ride close pretty sure never ever visit lifetime,Weekdays
5.0,2020-08-01,Unknown,Jul-Sep,mpocasino visit universal studio singapore,universal studio singapore yang berada di pulau sentosa singapura ini adalah wahana bermain universal studio yang pertama kali dibuka di wilayah asia tenggara dan kedua di wilayah asia,Weekends
5.0,2020-05-01,Unknown,Apr-Jun,probably best thing sg,nice day spend universal studio none ride broken show amazingbr understand queue humongous worth wait ticket expensive store inside mark toobr recommend transformer ride 2 main roller coaster get tobr br best thing singapore,Weekdays
5.0,2020-05-01,Family,Apr-Jun,day universal studio,love place lolat firsti think boring start get interesting latersomehowi visit place like 3 year agoso cant really rememver ate hamburger french fry chocolate sauce onvery delicous highly recommendedit wide selection ride food place biggggggggggggggggg im love dand also lot good experience place love herebut kinda expensive mebut totally worth itbr also picture french fry pinterestbc couldnt find pic thing swear really good,Weekdays
1.0,2021-03-01,Group,Jan-Mar,terrible didnt enjoy day long queue cancel show break ride,terrible enjoy single momentbr br dont know say crowd control every ride queue pre covid multiple ride break multiple time queue hour show cancel food item also need queue hour hat day think weekday covid crowd control bad like boy wrong,Weekdays
5.0,2021-01-01,Unknown,Jan-Mar,great hangout place,walk around sentosa interesting fun los game park restaurant beach chill n unwind go daytime rather humid sun hit scene brilliant,Weekdays
4.0,2021-02-01,Unknown,Jan-Mar,universal studio singapore trip,glad buy sea aquarium package universal studio singapore come many discount voucher meal retailbr br sadly buy ticket hop go offpeak period weekday well staycation fiancee universal studio singapore close monday wednesday cleaning due covid19 precaution boys trip buddy fiancee go back work attraction openbr br go 300 pm surprisingly wasnt crowd friday afternoon long wait time 30 minute rapid adventuretrademark worth ride attraction close definitely mean able take ride available least oncebr br 600 pm 800 pm best time walk around attraction snap photo reminisce travel make use beautiful sunset snap away,Weekdays
3.0,2021-02-01,Unknown,Jan-Mar,nothing much family kid,umm totally understand lot limitation period br however really recommend family kid 3 year old nothing much child take,Weekdays
4.0,2020-03-01,Unknown,Jan-Mar,sentosamente universal,versão menor comparado aos parques do estados unidos ma com atrações exclusivas que não deixam nada dever principais franquias estão lá como fui numa segundafeira pude repetir mais de duas vezes alguns ride pois filas estavam mínimas citywalk liga o restaurantes até hotel tem uma estação de ônibus com linhas para todos o pontos da cidade,Weekends
4.0,2021-01-01,Unknown,Jan-Mar,crowd best visit far,place crowd due crowd control wait time ride ensure safe distancing enforce impressed promotion offer love madagascar merchandise still pricey,Weekdays
5.0,2020-05-01,Unknown,Apr-Jun,game town universal studio,singapore know famous tourist city asean many interesting thing miss typical tourist destination singapore city merlion park marina bay universal studio place definitely visit travel city singapore city also famous many extremely attractive varied dish find specialty singapore disappointed taste many night market – food parlor prepare stomach wallet enjoy faction outside city also beautiful many tree highrise building many people like picnic enjoy fresh air singapore city place everything want really worthliving city,Weekdays
3.0,2020-07-01,Unknown,Jul-Sep,small expect,visit day pre book ticket luckily line long entrybr lot small expect price entry unexpectedbr kid love nevertheless,Weekdays
5.0,2021-02-01,Unknown,Jan-Mar,different experience,visit 1222021 first day chinese new year friends local ive park remember include 6 year horror night go season pass frequent fear pass safe say know park back hand br love place simply theme park singapore ive uss second time since pandemic start november 2020 yes come public holiday expect crowd weather bad totally understandable average wait time ride around 5pm 12 hour okay sure handle ive line 3 hour haunt house come group friends new theme park rid general really want complete major attraction bug slack social distancing attraction transformer rapid ride staff tell guest remain box queue mummy ride queue social distancing enforce everyone cramp together tight space mention around 2pm technical fault end get ride around 330pm asked staff roughly long would take responded simple dont know group try remain box maintain distance everyone else cramp indoor set impossible mention staff many face mask really bug group felt really expose br tell ride open 2 early entry park go around 1230 search lunch eat saw ride already operate around 130pm cause abit rush confusion group want first line bsg get already crowd go canopy flyer technical difficulty heard pass people transformer rid issue shouldnt park make sure everything good opening ride instead rush open 2 centsthe app wait time good idea doesnt update frequently run back forth make sure enough time complete least 34 ride complete 10 thank goodness stop eat anything rest day till 9 pm complete people come public holiday please hearty meal come might time stop food corndog voucher come ticket line long probably 50 queue give br understand crowd something cannot control plus even regulation limit park still quite lot hope safe distancing enforce day day people expose virus people come november almost every ride queue someone enforce distance br quite disappointed yesterday still give 5 star love park wonderful staff still serve smile face busy day back soon hopefully social distance system much efficient well,Weekdays
5.0,2020-03-01,Family,Jan-Mar,live childhood,fantastic ridesamazing atmosphere scenic view arounduniversal studio singapore excellent tourist choice everyone visit heremust family,Weekends
1.0,2020-12-01,Unknown,Oct-Dec,go ride food yuck,food terrible try pizza place louis pizza soda flatbr move fossil fuel slushy terrible hotdog ok potato pop soso soda flat br corndog corndog stand terriblebr br short food us terrible show close ride availablebr upkeep improving,Weekdays
5.0,2020-02-01,Group,Jan-Mar,crowd worth star,august 2019 although hot crowd extremely entertaining fun interactive quality fill timebr lot fun adult enormous choice food adventuresbr one tip buy fast track ticket lose time wait line difference worth time moneystar,Weekends
3.0,2021-01-01,Family,Jan-Mar,adventure park young adult,lot roller coaster fearsome ride young people would love make child 4 year cry fearbr restriction pandemic many shop ride closedbr generally disappointment,Weekdays
1.0,2020-11-01,Family,Oct-Dec,place old ran,place run even indoor ride queue line also water puddle heavy downpour paint build look like hasnt paint 10 year already ride cabin dirty dinosaur display jurassic park floor terrible totally unacceptable theme park high grade trip advisor,Weekends
4.0,2020-12-01,Unknown,Oct-Dec,enjoyable day fam uss,weather bummer still enjoyable time br br love complimentary mask lot christmas shop shop queue ride long expect think something wrong transformer ride wait 30mins announced wait another 30mins come queue kid take rollercoasters instead queue much lesser eventually try luck later afternoon manage take ride kid contentedbr br sadly quite station close due covid performance esp even never fail bring festive mood inner child usbr br really hope covid soon able bring back joy life us like,Weekdays
1.0,2021-01-01,Unknown,Jan-Mar,dont go monsoon season,enough shelter rain even shelter leak wait time horrendous ride puddle pool water queue area nothing really happen whole day except character two sing stage compensate lack float parade fireworks character unfortunately couple bored character waste time money rain,Weekdays
1.0,2020-12-01,Unknown,Oct-Dec,bad experience dec,2 daughter 7 4 visit 28th dec terrible experience many level repeat annual pas holder br br let start say knew risk crowd school holiday also know unique situation covid many business struggle measure need keep safe br br however seem uss really put guest experience low list priority guest safety come course costbr br trouble u start even get park arrive 2pm entry queue way pass candylicious ie least 500m away approach uss staff queue ask still priority line annual pas holder tell please join line walk way back line 1 minute queue another staff notice lanyard say annual pas holder go front use priority queue br br park theme queue everywhere 7 year old decide queue enchant airway go alone watch front building queue move go sight around side building follow didnt notice first queue go around side building back return main entrance appal queue leave exposed sunbr br unforgiveable show right us concerned people br br pull daughter queue say daddy much br br every single ride stop include madagascar merry go round look like wait least 45 60 min popular ride would say youd need queue least 90 min 2 hour nuts br br spend rest afternoon go around shop people watch one thing us well put frequent character show enjoyable br br try get mels drive dinner guess queue get queue order wait food prep br br terrible experience u want say fault staff park issue firmly senior management interpretation acceptable sacrifice current management measure look like theyve decide guest experience first go br br senior operation leader real estate industry know full well hard get balance moment uss number park simply need control well theyve get balance wrong right guest suffer br br renew annual pass,Weekdays
1.0,2020-12-01,Unknown,Oct-Dec,horrible,booked ticket beforehand there still another booking within ticket suppose miss obviously didnt read ticket buy mention buy ticket payment website either go queue stretch uss candylicious around obviously overbooked guy lesser number people allow per day queue overcrowd would solve go way reject ask come back another day ive never see double book system covid attraction like www able manage crowd amazingly please improve dont think money end overbooking,Weekdays
5.0,2020-12-01,Family,Oct-Dec,good info inside,go fam today recommend ppl come earlier later maybe 6 7 u come early least u get ready queue first day uss ride open 29pm ppl dont rlly start queue 140 afternoon 234 quite lot ppl def worth theres social distancing crew make sure every body place extremely friendly kind aswell 1 ride prob need 3060mins afternoon depends ride u go u wonder ride open rain experience queue battlestar galactica start rain didnt close close thunderstormslightning bad heavy rain yea still open drizzle rain night around 78 ride queue rlly short experience rid human cylon around 89 honestly queue cylon people front night view spectacular recommend book first come cause go inside without book queue could quite long mean food restaurant close one open queue long aswell expensive food delicious dont bring much stuff big bag uss yr rid attraction u put yr belonging locker lockers quite tiny locker free first 45 min yr go change attraction rid u change another locker close ride want free locker br ride recommend teen adult thats 125 height revenge mummycylonhumanbr kidspuss boot kiddi ridesbr personal cylon human battlestar galactica best def recommend come good tourism attraction thumbsup,Weekdays
5.0,2020-12-01,Family,Oct-Dec,saturday funday us,go whole family blast ride available apart one within pandemic sop water water relate park ride line relatively long still ok social distancing officer always lookout remind u whenever forget pandemic sop staff cheerful friendly fb affordable refillable drink little cash topups,Weekdays
4.0,2020-07-01,Family,Jul-Sep,best place sg,best place singapore hope start annual pas soon also able maintain high standard tough time,Weekdays
1.0,2020-12-01,Family,Oct-Dec,super bad experience,suppose place fun however covid19 cut capacity park try maximize profit expense customer experience many food beverage outlet close lead main fb outlet immensely queue normal snack drink require around 30mins queue suspect also keep sell express pas without capacity control lead express queue wait approximately 6090mins ride experience utterly ridiculous,Weekdays
1.0,2020-12-01,Family,Oct-Dec,waste time money,book system yet still cannot manage number people visit everyone enjoy rid frustrating wait hour ride staff man ride dont even bother queue guess care people money dont visit waste time money,Weekdays
1.0,2020-12-01,Unknown,Oct-Dec,horrible hr staff,terrible time ticket book issue 10 december book ticket 10yearold son go uss 21 december hold annual pas need book separate calendar busy could book time slot beforehand also receive confirmation email son ticket confirmation number 242am morning 21 december need confirmation number book time slot second time book ticket online first time go smoothly time deal dismissive staff member nur amirah huda tell confirmation email successfully send use send morning booking time slot take nur amirah also tell check junk email often dont dismissive im leave deal probably forsake ticket school reopen wont time go didnt even offer change son ticket later date,Weekdays
1.0,2020-12-01,Family,Oct-Dec,ridiculously bad,usually great place kid civid19 show close average waiting time rid 90 min good ride like transformer wait time 25 3 hour situation make bad express ticket br br worth visit till show open queue time reduces bit,Weekdays
1.0,2020-12-01,Unknown,Oct-Dec,puss boot adventure,wife senior citizen br br 10 december 2020 thursday go family out universal studio theme park together childrenbr br enter park 1 pm proceed lunch lunch decide visit ride call “puss boot adventure”br br daughter check description youtube video state gentle ride queue informed duty personnel slight delay start ride need “test” ridebr br half hour wait 2 pm board capsule four u one capsule ‘br br capsule glide upwards slowly ride downwards begin gain speed reach high level soon suddenly jam stop abruptly similar someone brake hard car travel speed 40 kmhrbr br abrupt sudden stop cause body hit hard safety bar front u forward momentum sudden stop br br could recover capsule move forward fast speed 30 second come another abrupt sudden stop cause body lunge forward hit safety bar restraint move forward fast speed againbr br couple unpleasant abrupt stop reach end ridebr br complaint thatbr br 1such abrupt “stop start” intentional cause technician programmebr 2it unexpected ride would violent jerky unsafe speak staff gate queue say slow gentle ride downwardsbr 3it caused great discomfort u others ridebr please investigate give u reply soonest,Weekdays
1.0,2020-12-01,Family,Oct-Dec,waste time money,visit park 10 december waste time truly regret book ticket find uss profiteer people use singaporediscovers voucher br br give fact park operate within limited hour 2 pm 9 pm effort make control number people able book enter park give day provide conducive environment however case rid wait time 2 hour visitor turn away queue temporarily close ride wait time 1 hour 15 hour br br hope uss management look matter strive sincere offering public although people would use singaporediscovers voucher end day still money could better spent elsewhere,Weekdays
2.0,2020-12-01,Unknown,Oct-Dec,fun,really disappointing experience visit uss many time one time couldnt wait leave place firstly although early entry 12 noon ride start 2 pm open bit earlier normal time 2 hour could nice u grab bite shopping walk around catch meet greet unfortunately limit food outlet open food outlet long queues meet greet session far really boring 2 hour br br ride start 2pm queue super long due show ride open plus fact restaurant food outlet close yet good crowd hence visitor would nothing take ride ride queue really 1 hour prepared maybe maximum 5 ride visit bad still rain restaurant close little place shelter br br place also look much need good uplift paint work get fade dated look unattractive also please thorough check technical glitch ride open showtime imagine queue half hour hear announcement technical glitch time rectification indeterminate disappointing,Weekdays
1.0,2020-12-01,Unknown,Oct-Dec,one bad experience attraction,would like complaint experience universal studio singapore unforeseen circumstance stop ride human 3 time queue long leave queue almost ride close well people suppose enjoy trip us almost 40 ride close people spend much money visit whats point time slot still many people park honestly amount people go pandemic worker even bother check time slot whether 2pm time slot crowd everywhere crowd area many restriction break manage ride 1 ride 3 hour two ride ive close mid way rest fully crowd people main attraction close definitely disappointing experience sadden hopefully guy something,Weekdays
1.0,2020-12-01,Group,Oct-Dec,terrible,horrible experience crowd even though there suppose b safe distancing ride often break frustrate ride average wait time 1hr,Weekdays
3.0,2020-12-01,Group,Oct-Dec,way crowd,place go school holiday attraction also close vivid appointment make go theme park troublesome,Weekdays
4.0,2020-11-01,Family,Oct-Dec,great place time revamp,kid always good time ussbr sufficient ride keep occupied daybr however though wellmaintained place start look datedbr time revamp ridesbr place understaffed mean slow pace service longer queuesbr unlikely visit unless new ridesbr br tip bring snack drinksbr,Weekends
2.0,2020-11-01,Family,Oct-Dec,poor covid 19 response,restaurant food court drink stand closed can’t find anywhere without huge line buy bottle water three ride close performancesbr br rid 50 capacity without express pas afternoon would disasterbr br much close reduce entrance feebr br advice visit park remove covid restriction,Weekends
3.0,2020-11-01,Unknown,Oct-Dec,theme park course fun rid kind wimpy,best average themepark rid wimpy world standard even two main roller coaster far modern standard transformer mummy ride probably two best attraction jurassic park water ride fun quite lame intensity almost like go way avoid get wet thing squirt rather onto ride element jurassic park also need obvious upkept rest ride mostly child low thrill adult canopy ride super short like 30 second offer small child thrill theres another small coaster castle forget name look like child actually kind cool size elmos spaghetti ride one park nicest imaginative surprise easy overlook must child agesbr br universal studio singapore may one best thing singapore theme park low end world standard,Weekends
5.0,2019-12-01,Family,Oct-Dec,mustvin sentosa,must 8n sentosa help get express entrance ticket ques get pretty long consume lot time,Weekends
5.0,2020-11-01,Unknown,Oct-Dec,worth,great gather friend out team bonding br go thrice still count br always nice thing discover every trip repeat br kid br staff polite smiley people work let feel like got best job world happybr br turkey leg must trybr mummy ride againbr photo take photosbr br day gonebr much fun one place,Weekends
2.0,2020-10-01,Group,Oct-Dec,long wait time,love go theme park universal studio singapore need work lot thing crazy long wait time rid nothing mention ride show close period food drink hard find really expensivecrazy br go halloween season covid expect lot halloween decoration hard find almost nothing promote halloween outside park website expect amazing decoration like theme park even period select timing meet universal character fun seewe go 3 pm 730 pm manage ride 3 ride waiste time money overprizedbr think twice go againbr br,Weekdays
3.0,2020-10-01,Group,Oct-Dec,long line ride break,visit universal studio surprise 1 12 hour wait mummy ride say would 45 min didn’t seem crowd wait especially long transformer ride broke give u one fast pas take another ride overprice fun expect,Weekdays
5.0,2019-12-01,Group,Oct-Dec,really enjoy every minute,never expect mom already senior citizen would love enjoy place really fun amazing,Weekends
5.0,2019-11-01,Unknown,Oct-Dec,long queue,cukup beruntung hanya membeli tiket biasa dapat mengikuti hampir semua aktrasi karena pagipagi cuaca hujan saya sarankan untuk membeli tiket express,Weekdays
1.0,2019-10-01,Unknown,Oct-Dec,disappoint,take hour half enter place know thing arent go great park thing didnt get good wait time rid control another 3 hour two ride decide cut loos leave best decision excursion surely universal responsibility ensure patron get pay rather fill park capacity subject endless wait time wont back,Weekdays
5.0,2020-09-01,Unknown,Jul-Sep,quiet us,bit quiet due covid still hey uss ride available show available though,Weekdays
4.0,2020-09-01,Group,Jul-Sep,fun nevertheless,bit disappointed ride close include one main rollercoasters overall good experience current covid situation queue reasonably short average 30min per ride sunday,Weekdays
4.0,2020-09-01,Unknown,Jul-Sep,always treat,visit universal every year always positive experience well run manage always fun time,Weekdays
4.0,2020-08-01,Group,Jul-Sep,good place hang friend,visited phase2 period crowd less compare period cb kinda good u don’t wait line ride max 1 hour queue br br buy ticket online mastercard give u free drink liho excellent promo cup cold refresh fruit tea long day smilingfacewithhearteyesbr br overall experience great,Weekends
5.0,2020-08-01,Unknown,Jul-Sep,one top 10 place visit singapore good day spend,prefer place halloween month since open night br good place spend day sentosabr br usually come twice year always come backbr friend family tripsbr lovely dance perform group fun attraction check outbr br back oct,Weekends
3.0,2020-01-01,Family,Jan-Mar,너무 사람 많고 그저 구경만,우리 가족은 놀이동산의 인기 어트랙션들과 거리가 멀다 롯데월드 가면 주로 모노레일 타고 구경하고 에버랜드도 사파리 구경하고 서울랜드는 범퍼카 정도 탄다 그래도 유니버셜이 재밌다길래 중딩 아들이 친구들 자랑거리로 가고싶어해서 비싼 티켓팅하고 다녀왔다 br 역시 무서워보이는 건 못타고 주로 기념품 쇼핑하고 먹고br 미국스러운 구경거리들이라 내 취향은 아니었고 뭐하나 타려면 패스트트랙으로 비싸게 가지않으면 한참 기다려야해서 힘들었다 3d 어트렉션들과 영화촬영스튜디오 경험은 할만했으나 티켓가격만큼은 아닌 것 같았다,Weekdays
4.0,2020-08-01,Unknown,Jul-Sep,great outdated,love universal singapore season pas go whenever time br br 2 year ago announce 2 new land come excite emailed uss multiple time say dont knowbr universal park around world hasnt change much since openingbr love universal sometimes switch thing keep people interested think attendance would increase greatly new thing addedbr cmon universal add new attraction keep people excitedbr br p please resume show usa park resume already reason uss hasnt,Weekends
2.0,2020-09-01,Unknown,Jul-Sep,bad theme park,well lot restaurant close inside park due covid19 make really inefficient food horrid extremely overprice make sure leave park eat food br general park far suitable child come teensadults arent many ride give adrenaline except cyclon human park refurbish architecture isnt beautiful universal studio theme park general br theme park suppose theme obviously singapore universal studio really tacky theme basiscally paint br br attraction would reccomend water work performance quite entertain everything else child best,Weekdays
5.0,2020-08-01,Family,Jul-Sep,fun universal studio singapore us,universal studio fun thrill key expectation ride rollercoaster blood rise mummy ride faint hearted otherwise kiddy carousel 4d theater ride merchandise focus area dot fun park main street store food cart restaurant toilet plentiful good fun spend day uss sentosa island br,Weekends
3.0,2020-01-01,Family,Jan-Mar,large universal studio outside usa,spent lovely day explore park kid enjoy ride food quite expensive guess always expect possible suitable young family could rid select chose activity queue time particularly enjoy waterworks showwell worth watch,Weekdays
5.0,2020-08-01,Unknown,Jul-Sep,uss fun,love less crowd faster queue ride wait remove mask park,Weekends
5.0,2020-08-01,Solo,Jul-Sep,go extra mile,hesitate purchase specific gift previous visit uss go back time specifically get hold gift carter curiosity unfortunately retail outlet close check website prior visit nothing mention closurebr br approach yong xun universal studio store assistance check outlet hold merchandise carter’s c expect negative response yong xun make day make effort clarify gift look attempt check availability outlet turn that’s wrap outlet carry productbr br great thanks yong xun go extra mile turn simple request awesome experience uss br br,Weekends
5.0,2020-08-01,Family,Jul-Sep,fun day,ticket bit expensive per inr worth value could get good deal frok klook combine package kid adult could enjoy equally 7 section different ride mostly consist roller coaster ride wear comfy waterproof shoe coz lot walk water ride,Weekends
5.0,2020-08-01,Family,Jul-Sep,nice out family,since cant travel overseas family start explore local attraction quite fun day us less crowd crew nice friendly queue time ride okay,Weekends
5.0,2019-09-01,Unknown,Jul-Sep,great day explore universal studio,singapore must visit one day pass nearly 190 200 sg great experience explore attractons ride make sure find fancy deal avoid exhausting day,Weekends
5.0,2020-07-01,Group,Jul-Sep,reduce crowd enjoyable visit,back month buy half season pas play pretend tourist country weekday perk crowd much thinner mostly due covid19 interestingly didnt see lot people rid chock full waiting time stretch 15 hr 2 hr notably due social distancing limited number people get ride due enforcement distance good thing actually kudos staff diligently wipe every seat cabin whenever ride complete timed ticket issue certain ride overwhelmingly popular good idea though spaced crowd time create additional long queue get ticket,Weekdays
5.0,2020-08-01,Group,Jul-Sep,elate,one word fantastical instantly bring back childhood stimulation experience movie character childhood brought life advancement technology use 3d effect awestruck dumbstruck every turn corner alight ride like omg astonishedface real life facewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoy,Weekends
2.0,2019-09-01,Family,Jul-Sep,入場できない,インターネットで事前にチケットを購入したが、エントランスでチケットをまた発行する機械で交換するチケットでしたbr 機械の前は混雑して手続きするのに1時間br 事前にチケットを買わなければよかったbr スタッフの態度もすごく悪かったbr 日本のユニバーサルスタッフとは違うbr br,Weekends
