"User Name","User Profile","User Avatar","User Location","Rating","Rating Text","Review Title","Review Text","Trip Type","Helpful Votes","Photos","Published Date","Disclaimer"
"Davidjellis","https://www.tripadvisor.com/Profile/Davidjellis","https://media-cdn.tripadvisor.com/media/photo-o/03/52/a7/ce/davidjellis.jpg","Lowestoft, UK","4","Dec 2023 • Couples","Fun day out on Sentosa Island - a smaller park compared to Universal Studios in USA and did all we wanted to do","My wife and I spent a fun day in December 2023 at Universal Studios Singapore. I purchased the special festive tickets ahead of our holiday which included a regular day ticket, meal deal and S$5 retail voucher. We travelled there via the Cable Car from Harbourfront (where our cruise ship was docked) although we realised  after the journey that it wasn't the easiest way to get to Universal Studios and certainly wasn't the cheapest travel option. Recommended route would be the MRT or walking via the boardwalk.<br /><br />There are six zones in the park and each one houses a small handful of rides and attractions...there are six roller coasters in total (which was my main reason for visiting) and the biggest was Battlestar Galactica (which is actually two separate roller coasters that interact with each other - Human and Cyclon). Cyclon is an intense inverted coaster with five inversions, and Human is a conventional roller coaster and more family-friendly, although both tracks feature a launched lifthill which gives a great punch to the start of the ride).<br /><br />The other 'big' roller coaster is Revenge of the Mummy - an enclosed coaster which features three launches and a dark ride section. Rode this a couple of times as the queue was short. The remaining coasters are more family friendly...Canopy Flyer and Puss in Boots are both suspended coasters that hang under the track and Enchanted Airways is a fun compact steel family coaster. As well as the roller coasters, I must mention the excellent Transformers The Ride 3D attraction and the fun family friendly Sesame Street Spaghetti Space Chase ride. We also enjoyed the Shrek 4D theatre, which was the same as one we had done elsewhere but a lot of laughs.<br /><br />It plans to think ahead in terms of ride order, as we found the big rides and roller coasters were quiet first thing (short queues between 5 and 20 minutes) and also later in the day the queues were short, but in contrast, an hour after park opening most of the big rides had queues of around an hour or so. We also visited on a Thursday which was reasonably quiet compared to peak days and weekends. <br /><br />Some of the rides had single rider queues (SRQ) to ensure the trains went out without empty seats although on Canopy Flyer the SRQ was roped off and the staff told me it was closed so I gave up attempting to ride it again as the queue was 50 minutes. The park also do not permit any on-ride photography on the roller coasters, even with secured GoPro cameras on official harnesses. This isn't a safety issue and secured GoPro cameras are permitted at many parks around the works such as Busch Gardens and SeaWorld parks. The Battlestar Galactica coaster also has x-ray machines at the entrance and staff using paddles to check you have no cameras in your pockets, which is totally understandable for loose articles but annoying when the GoPro cameras are secured and totally safe. <br /><br />Overall we had a great day, rode all the attractions and roller coasters that we wanted to ride, and enjoyed our festive meal deal lunch. The park is flat and easy to navigate, has plenty of shady areas, although not a massive number of places to sit down near the coasters. The theming is top quality as you would expect from Universal. Highly recommended.","Couples","0","https://media-cdn.tripadvisor.com/media/photo-w/2b/50/b0/25/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2b/50/b0/24/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2b/50/b0/23/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2b/50/b0/22/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/2b/50/b0/21/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/2b/50/b0/20/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2b/50/b0/1f/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2b/50/b0/1e/caption.jpg","Written January 28, 2024","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Pim Haruthai","https://www.tripadvisor.com/Profile/362_t","https://media-cdn.tripadvisor.com/media/photo-m/1280/28/d0/d2/ab/caption.jpg","Bangkok, Thailand","5","Feb 2024 • Family","Great and compact amusement park in SEA","Nice and compact amusement park that kids can enjoy 7 hours in a roll.<br /><br />Avoid long waiting time during weekends with express ticket.<br /><br />When you buy souvenirs, pay with Mastercard to get 10% off.<br /><br />Very helpful staffs recommended us to get tax refund when purchased over 100 SGD. ","Family","0","https://media-cdn.tripadvisor.com/media/photo-m/1280/2b/7d/f6/0c/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2b/7d/f6/0b/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2b/7d/f6/0a/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2b/7d/f6/09/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2b/7d/f6/08/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2b/7d/f6/07/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2b/7d/f6/06/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2b/7d/f6/05/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2b/7d/f6/04/caption.jpg","Written February 24, 2024","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Mukesh P","https://www.tripadvisor.com/Profile/mukeshp719","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/e6/default-avatar-2020-45.jpg","Leicester, UK","5","Feb 2024 • Family","Great visit to Universal","We did a one day quick tour around universal for a short stay in Singapore.  We got in early and manged to get on all the big rides quickly.  Not a huge site compared to US so easy to get around.  Well organised and great day out with good food options.  Only complaint is about charge for lockers.","Family","0","","Written February 21, 2024","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"","","","","1","Feb 2024 • Solo","条形码不显示无法入园","打开猫途鹰条形码不显示，我们到门口人家要码，无码无法进入，折腾一圈客服联系不到，电话关机。自动回复也没有，邮件重发也没有。<br />其它景点的都有条形码。","Solo","0","","Written February 9, 2024","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"ArdaSassa","https://www.tripadvisor.com/Profile/ArdaSassa","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/32/default-avatar-2020-12.jpg","Geneva, Switzerland","5","Feb 2024 • Couples","How to avoid queuing","Visiting the park without a plan is probably often frustrating because of the waiting times and relatively few attractions. So here's a plan:<br />- The only top rides are the two Battlestar Galactica, The Mummy and Transformers. The rest are more for children<br />- There is an app for the park, the queue times are displayed dynamically<br />- Transformers has the longest queues. Today the longest wait was 100 minutes. We went on it twice and queued for a total of 10 minutes. Once right at the beginning when it opens and once towards the evening<br />- Most visitors have no plan and go through the park in the standard direction. Accordingly, the queues for the rides near the entrance are longest in the morning and shortest in the late afternoon. It's worth marching past the first rides as soon as the park opens and starting in the middle, then you'll always be ahead of the crowd<br />- Most rides have queue times of between 5 minutes and an hour throughout the day...you just have to time it right<br />- Waterworld is the best show, takes place twice and has unlimited space...if you sit in front, you'll get wet<br />- Fastpass with the right strategy and unnecessary on weekdays<br />","Couples","0","","Written February 8, 2024","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"M.Sh","https://www.tripadvisor.com/Profile/Livelovetravelling","https://media-cdn.tripadvisor.com/media/photo-o/23/50/79/5d/livelovetravelling.jpg","Gurugram (Gurgaon), India","5","Jan 2024 • Family","Super fun","It was an amazing wonderful time at Universal, though it was our 2 nd time but was first time with our 3 years old daughter.<br />She had so much fun and enjoyed every character and ride.<br />Seasme street ride, puss in boots ride, treasure hunt, dancing cups one, donkey show and far far away potion ride and many more were super fun.<br />We had a wonderful and memorable time with our lil one.Jurassic park was crazy fun .<br /> They hv lockers everywhere to keep bags and food stalls to fill in your self , it was overall an ecstatic place with wonderful staff who were wel organised and full of energy to make us feel welcoming and good.","Family","0","","Written February 6, 2024","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Go09653215820","https://www.tripadvisor.com/Profile/Go09653215820","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/60/default-avatar-2020-64.jpg","","3","Feb 2024 • Family","Zu viele Personen und lange Wartezeiten","We were really looking forward to this trip and overall it was a nice day, but there is a lot of catching up to do. There are far too many people in the park. But if an average waiting time of around 90 minutes is okay for you for 5 minutes of fun, we would recommend it for you","Family","0","","Written February 6, 2024","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Valeria D","https://www.tripadvisor.com/Profile/valeriad21","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/81/default-avatar-2020-43.jpg","","3","Jan 2024 • Solo","Wouldn't go for the second time ","The place is very small. 3-4 major rides everything else is more suitable for small children. Food inside is horrible expensive. We really got lucky with almost no crowd and only 5-10 minutes wait time for the ride. 3 hours was more than enough and considering that you pay at least 60 dollars that was not very worthwhile for me.","Solo","0","","Written February 5, 2024","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Richard R","https://www.tripadvisor.com/Profile/D658TTrichardr","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/11/default-avatar-2020-23.jpg","","5","Dec 2023 • Couples","Unbelievable place to visit","Universal studios Singapore was just an absolutely amazing place to visit, a must do destination when visiting Singapore.","Couples","0","","Written February 2, 2024","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"vikhyat_shah","https://www.tripadvisor.com/Profile/vikhyat_shah","https://media-cdn.tripadvisor.com/media/photo-m/1280/1d/97/17/36/vikhyat-shah.jpg","New Delhi, India","5","Jan 2024 • Family","Must do in Singapore","What to say…This is Universal Studios. We took the park tickets along with Universal Express Pass Unlimited. Since we visited on a weekday it was moderately crowded. We did each ride 2-3 times along with watching every show and attending every meet and greet. For my Indian Friends the restaurant near “Revenge of the Mummy Ride” serves Indian Food.","Family","0","https://media-cdn.tripadvisor.com/media/photo-w/2b/57/fc/98/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/2b/57/fc/97/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2b/57/fc/96/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/2b/57/fc/95/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/2b/57/fc/94/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2b/57/fc/93/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/2b/57/fc/92/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/2b/57/fc/91/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/2b/57/fc/90/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/2b/57/fc/8f/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/2b/57/fc/8e/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/2b/57/fc/8d/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/2b/57/fc/8c/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/2b/57/fc/8b/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/2b/57/fc/8a/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/2b/57/fc/89/caption.jpg","Written February 2, 2024","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Davidjellis","https://www.tripadvisor.com/Profile/Davidjellis","https://media-cdn.tripadvisor.com/media/photo-o/03/52/a7/ce/davidjellis.jpg","Lowestoft, UK","4","Dec 2023 • Couples","Fun day out on Sentosa Island - a smaller park compared to Universal Studios in USA and did all we wanted to do","My wife and I spent a fun day in December 2023 at Universal Studios Singapore. I purchased the special festive tickets ahead of our holiday which included a regular day ticket, meal deal and S$5 retail voucher. We travelled there via the Cable Car from Harbourfront (where our cruise ship was docked) although we realised  after the journey that it wasn't the easiest way to get to Universal Studios and certainly wasn't the cheapest travel option. Recommended route would be the MRT or walking via the boardwalk.<br /><br />There are six zones in the park and each one houses a small handful of rides and attractions...there are six roller coasters in total (which was my main reason for visiting) and the biggest was Battlestar Galactica (which is actually two separate roller coasters that interact with each other - Human and Cyclon). Cyclon is an intense inverted coaster with five inversions, and Human is a conventional roller coaster and more family-friendly, although both tracks feature a launched lifthill which gives a great punch to the start of the ride).<br /><br />The other 'big' roller coaster is Revenge of the Mummy - an enclosed coaster which features three launches and a dark ride section. Rode this a couple of times as the queue was short. The remaining coasters are more family friendly...Canopy Flyer and Puss in Boots are both suspended coasters that hang under the track and Enchanted Airways is a fun compact steel family coaster. As well as the roller coasters, I must mention the excellent Transformers The Ride 3D attraction and the fun family friendly Sesame Street Spaghetti Space Chase ride. We also enjoyed the Shrek 4D theatre, which was the same as one we had done elsewhere but a lot of laughs.<br /><br />It plans to think ahead in terms of ride order, as we found the big rides and roller coasters were quiet first thing (short queues between 5 and 20 minutes) and also later in the day the queues were short, but in contrast, an hour after park opening most of the big rides had queues of around an hour or so. We also visited on a Thursday which was reasonably quiet compared to peak days and weekends. <br /><br />Some of the rides had single rider queues (SRQ) to ensure the trains went out without empty seats although on Canopy Flyer the SRQ was roped off and the staff told me it was closed so I gave up attempting to ride it again as the queue was 50 minutes. The park also do not permit any on-ride photography on the roller coasters, even with secured GoPro cameras on official harnesses. This isn't a safety issue and secured GoPro cameras are permitted at many parks around the works such as Busch Gardens and SeaWorld parks. The Battlestar Galactica coaster also has x-ray machines at the entrance and staff using paddles to check you have no cameras in your pockets, which is totally understandable for loose articles but annoying when the GoPro cameras are secured and totally safe. <br /><br />Overall we had a great day, rode all the attractions and roller coasters that we wanted to ride, and enjoyed our festive meal deal lunch. The park is flat and easy to navigate, has plenty of shady areas, although not a massive number of places to sit down near the coasters. The theming is top quality as you would expect from Universal. Highly recommended.","Couples","0","https://media-cdn.tripadvisor.com/media/photo-w/2b/50/b0/25/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2b/50/b0/24/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2b/50/b0/23/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2b/50/b0/22/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/2b/50/b0/21/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/2b/50/b0/20/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2b/50/b0/1f/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2b/50/b0/1e/caption.jpg","Written January 28, 2024","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"PankajChomal","https://www.tripadvisor.com/Profile/PankajChomal","https://media-cdn.tripadvisor.com/media/photo-o/15/da/7e/fd/caption.jpg","Kellyville, Australia","5","Jan 2024 • Family","Well spent day @ Universal Studio","It’s a well spent day in Universal Studio Singapore.<br />In case you are short on time then took Express ticket which will cost SGD 90 extra per head however what we observed that post lunch the queue started getting shorter. The one which has wait time of 2 hours before lunch the same was reduced to 5 mins around 4 PM. So plan accordingly.<br />The worth extractions are-<br />1. Rollercoasters<br />2. The lost world<br />3. The Mummy<br />4. Hollywood world/ show<br />5. Donkey comedy show<br /><br />It was really nice to have a day spent with family","Family","0","https://media-cdn.tripadvisor.com/media/photo-m/1280/2b/4e/cb/f5/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2b/4e/cb/f4/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/2b/4e/cb/f3/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/2b/4e/cb/f2/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2b/4e/cb/f1/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/2b/4e/cb/f0/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2b/4e/cb/ef/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/2b/4e/cb/ee/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2b/4e/cb/ed/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2b/4e/cb/ec/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/2b/4e/cb/eb/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/2b/4e/cb/ea/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2b/4e/cb/e9/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2b/4e/cb/e8/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2b/4e/cb/e7/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/2b/4e/cb/e6/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2b/4e/cb/e5/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/2b/4e/cb/e4/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2b/4e/cb/e3/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2b/4e/cb/e2/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2b/4e/cb/e1/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2b/4e/cb/e0/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/2b/4e/cb/df/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/2b/4e/cb/de/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2b/4e/cb/dd/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/2b/4e/cb/dc/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2b/4e/cb/db/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2b/4e/cb/da/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2b/4e/cb/d9/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2b/4e/cb/d8/caption.jpg","Written January 27, 2024","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Scottybee84","https://www.tripadvisor.com/Profile/Scottybee84","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e5/2b/default-avatar-2020-52.jpg","Perth","5","Jan 2024 • Family","Amazing but buuuussssy!","Initially trying to book was stressful as there are a million sites offering tickets so was unsure which way to go…. Although I’d normally stay with Klook we went with the resorts website for safety. <br />We booked a day ticket with priority access at 9am… although it doesn’t say on the ticket, on my research I was aware only Transformers and Seseme Street ride was open, could see this upset a few people when the gates opened. We also booked the express pass for a family of 4.<br />The opening hour was good as the kids smashed multiple rides of transformers and seseme street and we were also able to walk half the park in peace (the remainder cordoned off). <br />With advice before, we rode a load of the most popular rides early without using the express pass and saved that for the afternoon and lucky we did. Even with the express pass, we still waited 30 mins for the rapids and 40mins for cyclops. Using the express for us to the front for the waterworld show which the kids loved. <br />We had an amazing day and although it was super expensive, we would not have had the experience we did without it!","Family","0","","Written January 23, 2024","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Sally","https://www.tripadvisor.com/Profile/kushanw2015","https://media-cdn.tripadvisor.com/media/photo-m/1280/2b/55/e7/77/caption.jpg","Dubai, United Arab Emirates","5","Jul 2023 • Couples","Great","Best leisure experience. There are lot of places to visit. More games to play. Quality food stalls also available. The time you get in to the Santosa island you have plenty of places to visit. We were there for whole day.  So bought express ticket. Because of that we could finished all the activities in a day. Less waiting time on the queues.","Couples","0","","Written January 23, 2024","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Kirby","https://www.tripadvisor.com/Profile/KirbyQld78","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e6/ea/default-avatar-2020-54.jpg","Yeppoon, Australia","5","Jan 2024 • Family","Amazing","An amazing day we will remember forever!!!<br /><br />I bought the tickets and express passes as a Christmas present for the family and it was perfect. Between us, we did all the rides and many we did several times. I loved how safe it was and with low crowds the kids could explore a few sections on their own. We did all the shows (my favourite was the Spielberg special effects show). A beautiful setting, the attention detail was great.","Family","0","","Written January 22, 2024","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Gaza74","https://www.tripadvisor.com/Profile/Gaza74","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/59/default-avatar-2020-24.jpg","Wodonga, Australia","5","Jan 2024 • Couples","Good day out for the young at heart","My wife & I went to Universal Studios for the day, we purchased our tickets from the website which gave us early entry, so 9am instead of 10am, only some things are open, we purchased the Express/fast pass, not that we really needed it on the day we went, I’m not much into the big rides anymore, (can’t stomach them anymore) where as my wife still loves them, she went on nearly everything at least once, the Transformers ride was great, Revenge of the Mummy was great (a bit over my limit), Puss in Boots Giant Journey ride was good, Jurassic Park Rapids was quite good but prepare to get wet, (Quite refreshing in the heat of the day) Waterworld the show (loosely based around the movie Waterworld) was great, we liked the Shrek 4D show, the Lights Camera, Action hosted by Steven Spielberg sound stage was ok, kids would love the Sesame Street Spaghetti space chase ride, Nino Soarin ride & the treasure hunters (old style cars), my wife went on all the bigger rides and liked them. Look Its no Movie World on the Gold Coast Australia but it’s still a good day out!","Couples","0","","Written January 20, 2024","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Niroshi L","https://www.tripadvisor.com/Profile/niroshil2024","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/4a/default-avatar-2020-42.jpg","","1","Jan 2024 • Family","Disgusting attitude of staff at universal studio","It was a fabulous experience from the time we got there for about 5 hours . However when kids wanted to do the games, we took them there . They wanted to do few games and we paid for 3 games.  The lady explained the game. However one of the kids hit the target as a continuation from the previous game. Then the lady said it’s not possible. Then my kid  said “oh sorry , I didn’t know that, can you pls give me another chance” .  Then the lady said that’s not possible. Which we had no objection over and wanted to move on. Immediately the lady came to my 10 year old and said “if you want you do it, but you will never win” which was so rude . I’m just still in shocked with this the attitude of the staff member ( Serena) . Then she went on to advise how bad our parenting was. Disgusting attitude universal studio Singapore!!! .  We also immediately brought the situation to Ryan who was the supervisor. While understanding rules are rules you really need to learn to talk to kids. This is our 5th visit to Universal Studios and never seen such a rude attitude of staff like Selina. <br /><br />This resulted my daughters mental well being after all the fun she had for the day. Many other visitors around the game area witnessed the disgusting rude attitude of Selina. <br /><br />To make things worse when we explained the situation to Ryan, Selina many times interrupted and said what we are saying is not true and she never said such things but for me this honestly questions the integrity of staff as well! <br /><br />I sincerely hope the management  reviews this matter seriously as at the end of the day your biggest target market are kids !!!!!","Family","0","","Written January 20, 2024","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Lucas S","https://www.tripadvisor.com/Profile/H7491PSlucass","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/3d/default-avatar-2020-55.jpg","Perth, Australia","4","Jan 2024 • Family","3 tickets available 21/01","Good rides, go early to miss the long lines. I gave 4 because I didn't check tickets and bought 3 tickets for the following day 21st Jan 2024 and had to buy again. Does anyone want half price tickets? ","Family","0","https://media-cdn.tripadvisor.com/media/photo-m/1280/2b/41/e2/9d/caption.jpg","Written January 20, 2024","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Walkingprimrose","https://www.tripadvisor.com/Profile/Walkingprimrose","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/7b/default-avatar-2020-56.jpg","","4","Jan 2024 • Family","Be prepared to spend a full day","Visited here with my teenage son. Get here early as the queue for rides is long. Download the app and plan where you want to go first, this will cut down on some of your wait times. Tides are fun, but if you get motion sickness have some meditation at start of the day or just don’t go on many rides. They have lockers for hire around the park so use them to avoid carrying your stuff and it getting wet. Food and drink more expensive here than in other parts of Singapore. Currently building a Minion land, so that’ll be fun when it is completed.","Family","0","https://media-cdn.tripadvisor.com/media/photo-w/2b/35/15/e1/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2b/35/15/e0/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/2b/35/15/df/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2b/35/15/de/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2b/35/15/dd/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/2b/35/15/dc/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2b/35/15/db/caption.jpg","Written January 13, 2024","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Arifa27","https://www.tripadvisor.com/Profile/Arifa27","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/11/default-avatar-2020-41.jpg","Bandung, Indonesia","2","Dec 2023 • Family","Unpleasant Experience","I went yesterday with my two kids (8 and 6 years old) and this is our second trip to Universal studio. The first one at 2018 (when they were 3 and 1 years old), we just walking around there and they already forget. Yesterday it was quite full, but our goal on visiting yesterday was to avoid the Christmas and New Year holidays which would definitely be much busier and fuller. Unfortunately, every time we want to take a photo with the characters, there is always a long queue. But the unpleasant moment was when we were queuing to take photos with Shrek characters, we had been queuing for about 3-4 minutes but the staff cut the queue right in front of us and said it was closed although he saw we are family with two kids and my kids (especially my daughter) really wants to take picture with Shrek and Fiona because she really like the movies, but the staff still didn't care. After we're kicked out, we saw a family just came and immediately take a picture with Shrek and Fiona (and we ask to staff they came with Universal Express). My kids just ask why can't we take a picture with Shrek and Fiona, but the other family can.  The regular tickets are a bit expensive with an unpleasant experience, so my suggestion if you have more money, take the Universal Express package so you don't have to queue for the rides or to take photos with the characters. But is it worth with the experience you'll get?","Family","0","https://media-cdn.tripadvisor.com/media/photo-w/2b/32/d2/4c/caption.jpg","Written January 11, 2024","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Imran K","https://www.tripadvisor.com/Profile/722imrank","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/b8/default-avatar-2020-26.jpg","Muscat, Oman","5","Dec 2023 • Family","Must must visit!","We were a family of 9 people including kids and had a wonderful time at the Universal Studios. Unfortunately for us, most of the rides were closed due to bad weather but just roaming and visiting the various shops felt great!!<br /><br />The souvenir shop at the entrance is a must visit spot.","Family","0","","Written January 7, 2024","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
